_GFPEngTest,275,285,10,1000,1003,0,1,150,285,275,285,1000,1003,93.15,48.76,25.97,19.18,17.61,75,25,10,10,10,152,4.5,5.5,13.54,14.36,6.5,7.5,13.54,1.25,2.98
F00013NFN-002,275,285,10,1000,1003,2,3,151,286,276,286,1000,1003,93.15,48.76,25.97,19.18,17.61,75,25,10,10,10,152,4.5,5.5,13.54,14.36,6.5,7.5,13.54,1.25,2.98
F00083NFN-002,275,285,10,1000,1003,0,1,152,287,277,287,1000,1003,93.15,48.76,25.97,19.18,17.61,75,25,10,10,10,152,4.5,5.5,13.54,14.36,6.5,7.5,13.54,1.25,2.98
F00123NFN-001,275,285,10,1000,1003,0,1,150,285,275,285,1000,1003,93.15,48.76,25.97,19.18,17.61,75,25,10,10,10,152,4.5,5.5,13.54,14.36,6.5,7.5,13.54,1.25,2.98
GFP415-035,275,285,10,1000,1003,2,3,151,286,276,286,1000,1003,93.15,48.76,25.97,19.18,17.61,75,25,10,10,10,152,4.5,5.5,13.54,14.36,6.5,7.5,13.54,1.25,2.98
GFP422S,275,285,10,1000,1003,0,1,152,287,277,287,1000,1003,93.15,48.76,25.97,19.18,17.61,75,25,10,10,10,152,4.5,5.5,13.54,14.36,6.5,7.5,13.54,1.25,2.98
GFPA410-030,275,285,10,1000,1003,0,1,152,287,277,287,1000,1003,93.15,48.76,25.97,19.18,17.61,75,25,10,10,10,152,4.5,5.5,13.54,14.36,6.5,7.5,13.54,1.25,2.98
