02/02/2022,08:50:30,XXXX000-000,000000,0,,,,,,00000
02/02/2022,08:50:44,XXXX000-000,000000,0,,,,,,00000
02/02/2022,08:57:43,XXXX000-000,000000,0,,,,,,00000
02/02/2022,09:09:09,XXXX000-000,000000,0,,,,,,00000
02/02/2022,09:23:00,XXXX000-000,000000,0,,,,,,00000
02/02/2022,09:23:28,XXXX000-000,000000,0,,,,,,00000
02/02/2022,09:25:29,XXXX000-000,000000,0,,,,,,00000
02/02/2022,10:38:34,XXXX000-000,000000,0,,,,,,00000
02/02/2022,10:44:37,XXXX000-000,000000,0,,,,,,00000
02/02/2022,10:44:58,XXXX000-000,000000,0,,,,,,00000
02/02/2022,11:06:19,XXXX000-000,000000,0,,,,,,00000
02/02/2022,11:13:53,XXXX000-000,000000,0,,,,,,00000
02/02/2022,11:14:28,XXXX000-000,000000,0,,,,,,00000
02/02/2022,11:47:45,XXXX000-000,000000,0,,,,,,00000
02/02/2022,11:51:40,XXXX000-000,000000,0,,,,,,00000
02/02/2022,12:35:08,XXXX000-000,000000,0,,,,,,00000
02/02/2022,12:36:51,XXXX000-000,000000,0,,,,,,00000
02/02/2022,13:51:41,XXXX000-000,000000,0,,,,,,00000
02/02/2022,14:01:33,XXXX000-000,000000,0,,,,,,00000
02/02/2022,14:06:09,XXXX000-000,000000,0,,,,,,00000
02/02/2022,14:09:19,XXXX000-000,000000,0,,,,,,00000
02/02/2022,14:22:43,XXXX000-000,000000,0,,,,,,00000
02/02/2022,14:25:21,XXXX000-000,000000,0,,,,,,00000
02/02/2022,14:26:47,F00013NFN-002,jdfhdfksdkjh,0,,,,,,NG
02/02/2022,14:30:02,XXXX000-000,000000,0,,,,,,00000
02/02/2022,14:32:52,F00013NFN-002,tetet,0,,,,,,NG
02/02/2022,14:33:20,F00013NFN-002,tetet,0,,,,,,NG
02/02/2022,14:50:01,XXXX000-000,000000,0,,,,,,00000
02/02/2022,14:51:55,XXXX000-000,000000,0,,,,,,00000
02/02/2022,14:56:31,F00013NFN-002,Test,0,,,,,,NG
02/02/2022,15:11:57,XXXX000-000,000000,0,,,,,,00000
02/02/2022,15:13:59,F00013NFN-002,Test234,0,,,,,,NG
02/02/2022,15:16:50,F00013NFN-002,Test234_1,0,,,,,,NG
02/02/2022,15:17:35,F00013NFN-002,Test234_1,0,,,,,,NG
02/02/2022,15:17:57,F00013NFN-002,Test234_1,0,,,,,,NG
02/02/2022,15:22:45,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,15:28:51,XXXX000-000,000000,0,,,,,,00000
02/02/2022,15:35:44,XXXX000-000,000000,0,,,,,,00000
02/02/2022,15:37:29,F00013NFN-002,test2,11260,,,,,,NG
02/02/2022,15:37:55,F00013NFN-002,test2,11260,,,,,,NG
02/02/2022,15:38:23,F00013NFN-002,test2,11260,,,,,,NG
02/02/2022,15:39:16,F00013NFN-002,test2,11260,,,,,,NG
02/02/2022,15:39:55,F00013NFN-002,test2,11260,,,,,,NG
02/02/2022,15:45:54,F00013NFN-002,Test2,11260,,,,,,NG
02/02/2022,15:46:23,F00013NFN-002,Test2,11260,,,,,,NG
02/02/2022,15:46:48,F00013NFN-002,Test2,11260,,,,,,NG
02/02/2022,15:48:38,F00013NFN-002,Test,11260,,,,,,NG
02/02/2022,15:51:06,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,15:52:33,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,15:53:03,F00013NFN-002,test,11260,,,,,,OK
02/02/2022,15:55:19,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,15:55:49,F00013NFN-002,test,11260,,,,,,OK
02/02/2022,16:50:20,XXXX000-000,000000,0,,,,,,00000
02/02/2022,16:52:53,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,16:53:12,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,16:53:36,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,16:54:08,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,16:54:26,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:38:05,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:38:33,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:40:44,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:41:12,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:41:35,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:41:57,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:43:47,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:44:28,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:47:10,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:47:31,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:49:48,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:50:09,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,17:53:09,F00013NFN-002,ters,11260,,,,,,NG
02/02/2022,17:53:47,F00013NFN-002,ters,11260,,,,,,NG
02/02/2022,17:54:48,F00013NFN-002,ters,11260,,,,,,NG
02/02/2022,17:55:16,F00013NFN-002,ters,11260,,,,,,NG
02/02/2022,17:56:16,F00013NFN-002,Test,11260,,,,,,NG
02/02/2022,17:56:35,F00013NFN-002,Test,11260,,,,,,NG
02/02/2022,17:56:53,F00013NFN-002,Test,11260,,,,,,NG
02/02/2022,17:57:17,F00013NFN-002,Test,11260,,,,,,NG
02/02/2022,17:57:40,F00013NFN-002,Test,11260,,,,,,NG
02/02/2022,17:58:02,F00013NFN-002,Test,11260,,,,,,NG
02/02/2022,17:58:47,F00013NFN-002,Test,11260,,,,,,NG
02/02/2022,17:59:10,F00013NFN-002,Test,11260,,,,,,NG
02/02/2022,17:59:48,F00013NFN-002,Test,11260,,,,,,OK
02/02/2022,18:01:24,F00013NFN-002,test23,11260,,,,,,NG
02/02/2022,18:01:42,F00013NFN-002,test23,11260,,,,,,NG
02/02/2022,18:02:38,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,18:03:04,F00013NFN-002,test,11260,,,,,,NG
02/02/2022,18:04:39,F00013NFN-002,dogma,11260,,,,,,NG
02/02/2022,18:05:06,F00013NFN-002,dogma,11260,,,,,,OK
02/02/2022,18:05:31,F00013NFN-002,dogma,11260,,,,,,OK
02/02/2022,18:05:48,F00013NFN-002,dogma,11260,,,,,,NG
02/02/2022,18:06:11,F00013NFN-002,dogma,11260,,,,,,OK
02/02/2022,18:06:33,F00013NFN-002,dogma,11260,,,,,,NG
02/02/2022,18:06:59,F00013NFN-002,dogma,11260,,,,,,OK
02/02/2022,18:08:11,F00013NFN-002,dogma,11260,,,,,,OK
02/02/2022,18:08:38,F00013NFN-002,dogma,11260,,,,,,NG
02/02/2022,18:09:15,F00013NFN-002,dogma,11260,,,,,,OK
02/02/2022,18:10:03,F00013NFN-002,dogma,11260,,,,,,NG
02/02/2022,18:10:27,F00013NFN-002,dogma,11260,,,,,,OK
02/02/2022,18:11:31,F00013NFN-002,dogma,11260,,,,,,NG
02/02/2022,18:11:49,F00013NFN-002,dogma,11260,,,,,,NG
02/02/2022,18:12:18,F00013NFN-002,dogma,11260,,,,,,OK
